"ITTER107","Territorio","TIPO_DATO15","Tipo di indicatore demografico","SEXISTAT1","Sesso","ETA1","Età","STATCIV2","Stato civile","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"002166","Vocca","JAN","popolazione al 1º gennaio","9","totale","Y73","73 anni","99","totale","2019","2019",0,"p","dato provvisorio"
"103077","Vogogna","JAN","popolazione al 1º gennaio","9","totale","Y73","73 anni","99","totale","2019","2019",14,"p","dato provvisorio"
"006188","Volpedo","JAN","popolazione al 1º gennaio","9","totale","Y73","73 anni","99","totale","2019","2019",19,"p","dato provvisorio"
"006189","Volpeglino","JAN","popolazione al 1º gennaio","9","totale","Y73","73 anni","99","totale","2019","2019",1,"p","dato provvisorio"
"001314","Volpiano","JAN","popolazione al 1º gennaio","9","totale","Y73","73 anni","99","totale","2019","2019",141,"p","dato provvisorio"
"006190","Voltaggio","JAN","popolazione al 1º gennaio","9","totale","Y73","73 anni","99","totale","2019","2019",7,"p","dato provvisorio"
"001315","Volvera","JAN","popolazione al 1º gennaio","9","totale","Y73","73 anni","99","totale","2019","2019",66,"p","dato provvisorio"
"004250","Vottignasco","JAN","popolazione al 1º gennaio","9","totale","Y73","73 anni","99","totale","2019","2019",4,"p","dato provvisorio"
"096081","Zimone","JAN","popolazione al 1º gennaio","9","totale","Y73","73 anni","99","totale","2019","2019",1,"p","dato provvisorio"
"096082","Zubiena","JAN","popolazione al 1º gennaio","9","totale","Y73","73 anni","99","totale","2019","2019",21,"p","dato provvisorio"
"096083","Zumaglia","JAN","popolazione al 1º gennaio","9","totale","Y73","73 anni","99","totale","2019","2019",11,"p","dato provvisorio"
"001272","Torino","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",8889,"p","dato provvisorio"
"002158","Vercelli","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",443,"p","dato provvisorio"
"003106","Novara","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",895,"p","dato provvisorio"
"004078","Cuneo","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",598,"p","dato provvisorio"
"005005","Asti","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",708,"p","dato provvisorio"
"006003","Alessandria","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",993,"p","dato provvisorio"
"096004","Biella","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",508,"p","dato provvisorio"
"103072","Verbania","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",331,"p","dato provvisorio"
"001001","Agliè","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",21,"p","dato provvisorio"
"003001","Agrate Conturbia","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",16,"p","dato provvisorio"
"096001","Ailoche","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",9,"p","dato provvisorio"
"001002","Airasca","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",23,"p","dato provvisorio"
"004002","Aisone","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",1,"p","dato provvisorio"
"001003","Ala di Stura","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",5,"p","dato provvisorio"
"002002","Alagna Valsesia","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",5,"p","dato provvisorio"
"004003","Alba","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",299,"p","dato provvisorio"
"001007","Alpette","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",1,"p","dato provvisorio"
"006008","Alzano Scrivia","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",5,"p","dato provvisorio"
"003002","Ameno","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",10,"p","dato provvisorio"
"001009","Andezeno","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",24,"p","dato provvisorio"
"096002","Andorno Micca","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",39,"p","dato provvisorio"
"001010","Andrate","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",7,"p","dato provvisorio"
"001011","Angrogna","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",9,"p","dato provvisorio"
"001012","Arignano","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",7,"p","dato provvisorio"
"103003","Arizzano","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",18,"p","dato provvisorio"
"003006","Armeno","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",17,"p","dato provvisorio"
"003008","Arona","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",172,"p","dato provvisorio"
"006009","Arquata Scrivia","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",64,"p","dato provvisorio"
"002007","Asigliano Vercellese","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",19,"p","dato provvisorio"
"103005","Aurano","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",1,"p","dato provvisorio"
"001013","Avigliana","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",135,"p","dato provvisorio"
"006010","Avolasca","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",3,"p","dato provvisorio"
"001014","Azeglio","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",8,"p","dato provvisorio"
"005006","Azzano d'Asti","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",5,"p","dato provvisorio"
"103006","Baceno","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",6,"p","dato provvisorio"
"004008","Bagnasco","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",17,"p","dato provvisorio"
"004009","Bagnolo Piemonte","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",62,"p","dato provvisorio"
"001015","Bairo","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",9,"p","dato provvisorio"
"001016","Balangero","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",46,"p","dato provvisorio"
"005007","Baldichieri d'Asti","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",6,"p","dato provvisorio"
"001017","Baldissero Canavese","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",5,"p","dato provvisorio"
"103007","Bannio Anzino","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",1,"p","dato provvisorio"
"001021","Barbania","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",7,"p","dato provvisorio"
"004011","Barbaresco","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",7,"p","dato provvisorio"
"001022","Bardonecchia","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",31,"p","dato provvisorio"
"003012","Barengo","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",6,"p","dato provvisorio"
"004012","Barge","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",66,"p","dato provvisorio"
"004013","Barolo","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",7,"p","dato provvisorio"
"001023","Barone Canavese","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",7,"p","dato provvisorio"
"006012","Basaluzzo","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",22,"p","dato provvisorio"
"006013","Bassignana","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",18,"p","dato provvisorio"
"004014","Bastia Mondovì","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",10,"p","dato provvisorio"
"004015","Battifollo","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",4,"p","dato provvisorio"
"103008","Baveno","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",64,"p","dato provvisorio"
"103009","Bee","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",8,"p","dato provvisorio"
"001024","Beinasco","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",210,"p","dato provvisorio"
"004016","Beinette","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",30,"p","dato provvisorio"
"006014","Belforte Monferrato","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",2,"p","dato provvisorio"
"103010","Belgirate","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",8,"p","dato provvisorio"
"004017","Bellino","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",0,"p","dato provvisorio"
"004018","Belvedere Langhe","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",1,"p","dato provvisorio"
"005008","Belveglio","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",5,"p","dato provvisorio"
"004019","Bene Vagienna","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",19,"p","dato provvisorio"
"004020","Benevello","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",5,"p","dato provvisorio"
"096003","Benna","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",14,"p","dato provvisorio"
"006015","Bergamasco","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",3,"p","dato provvisorio"
"004021","Bergolo","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",0,"p","dato provvisorio"
"004022","Bernezzo","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",24,"p","dato provvisorio"
"005009","Berzano di San Pietro","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",7,"p","dato provvisorio"
"006016","Berzano di Tortona","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",1,"p","dato provvisorio"
"103011","Beura-Cardezza","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",19,"p","dato provvisorio"
"003018","Biandrate","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",10,"p","dato provvisorio"
"002011","Bianzè","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",12,"p","dato provvisorio"
"001025","Bibiana","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",27,"p","dato provvisorio"
"096005","Bioglio","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",12,"p","dato provvisorio"
"004023","Bonvicino","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",0,"p","dato provvisorio"
"001028","Borgaro Torinese","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",121,"p","dato provvisorio"
"006018","Borghetto di Borbera","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",25,"p","dato provvisorio"
"001029","Borgiallo","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",7,"p","dato provvisorio"
"002015","Borgo d'Ale","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",27,"p","dato provvisorio"
"004025","Borgo San Dalmazzo","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",111,"p","dato provvisorio"
"006020","Borgo San Martino","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",12,"p","dato provvisorio"
"003025","Borgo Ticino","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",51,"p","dato provvisorio"
"002017","Borgo Vercelli","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",14,"p","dato provvisorio"
"001030","Borgofranco d'Ivrea","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",38,"p","dato provvisorio"
"003023","Borgolavezzaro","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",24,"p","dato provvisorio"
"004024","Borgomale","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",1,"p","dato provvisorio"
"003024","Borgomanero","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",172,"p","dato provvisorio"
"001031","Borgomasino","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",2,"p","dato provvisorio"
"001032","Borgone Susa","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",26,"p","dato provvisorio"
"006019","Borgoratto Alessandrino","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",10,"p","dato provvisorio"
"002016","Borgosesia","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",145,"p","dato provvisorio"
"096006","Borriana","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",2,"p","dato provvisorio"
"006021","Bosco Marengo","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",26,"p","dato provvisorio"
"001033","Bosconero","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",40,"p","dato provvisorio"
"004026","Bosia","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",1,"p","dato provvisorio"
"006022","Bosio","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",19,"p","dato provvisorio"
"004027","Bossolasco","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",9,"p","dato provvisorio"
"004028","Boves","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",80,"p","dato provvisorio"
"006023","Bozzole","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",5,"p","dato provvisorio"
"004029","Bra","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",264,"p","dato provvisorio"
"001034","Brandizzo","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",74,"p","dato provvisorio"
"004030","Briaglia","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",5,"p","dato provvisorio"
"001035","Bricherasio","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",41,"p","dato provvisorio"
"004031","Briga Alta","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",0,"p","dato provvisorio"
"006024","Brignano-Frascata","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",11,"p","dato provvisorio"
"001041","Buriasco","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",11,"p","dato provvisorio"
"001042","Burolo","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",18,"p","dato provvisorio"
"002021","Buronzo","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",9,"p","dato provvisorio"
"001043","Busano","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",13,"p","dato provvisorio"
"004034","Busca","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",93,"p","dato provvisorio"
"001044","Bussoleno","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",51,"p","dato provvisorio"
"001045","Buttigliera Alta","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",67,"p","dato provvisorio"
"005012","Buttigliera d'Asti","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",22,"p","dato provvisorio"
"006025","Cabella Ligure","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",4,"p","dato provvisorio"
"001046","Cafasse","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",44,"p","dato provvisorio"
"005013","Calamandrana","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",16,"p","dato provvisorio"
"103014","Calasca-Castiglione","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",8,"p","dato provvisorio"
"096008","Callabiana","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",1,"p","dato provvisorio"
"005014","Calliano","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",17,"p","dato provvisorio"
"003030","Caltignaga","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",23,"p","dato provvisorio"
"001047","Caluso","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",72,"p","dato provvisorio"
"006026","Camagna Monferrato","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",4,"p","dato provvisorio"
"096009","Camandona","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",8,"p","dato provvisorio"
"001048","Cambiano","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",49,"p","dato provvisorio"
"103015","Cambiasca","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",6,"p","dato provvisorio"
"096010","Camburzano","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",14,"p","dato provvisorio"
"004035","Camerana","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",7,"p","dato provvisorio"
"005016","Camerano Casasco","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",9,"p","dato provvisorio"
"003032","Cameri","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",102,"p","dato provvisorio"
"006027","Camino","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",6,"p","dato provvisorio"
"002025","Campertogno","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",0,"p","dato provvisorio"
"001049","Campiglione Fenile","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",17,"p","dato provvisorio"
"004037","Canale","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",61,"p","dato provvisorio"
"096012","Candelo","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",94,"p","dato provvisorio"
"001050","Candia Canavese","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",7,"p","dato provvisorio"
"001051","Candiolo","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",51,"p","dato provvisorio"
"005017","Canelli","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",99,"p","dato provvisorio"
"004038","Canosio","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",0,"p","dato provvisorio"
"001053","Cantalupa","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",23,"p","dato provvisorio"
"006028","Cantalupo Ligure","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",3,"p","dato provvisorio"
"005018","Cantarana","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",13,"p","dato provvisorio"
"001054","Cantoira","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",0,"p","dato provvisorio"
"004039","Caprauna","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",3,"p","dato provvisorio"
"103018","Caprezzo","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",5,"p","dato provvisorio"
"006029","Capriata d'Orba","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",24,"p","dato provvisorio"
"001055","Caprie","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",12,"p","dato provvisorio"
"005019","Capriglio","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",4,"p","dato provvisorio"
"096013","Caprile","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",2,"p","dato provvisorio"
"004041","Caramagna Piemonte","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",27,"p","dato provvisorio"
"003040","Casalino","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",10,"p","dato provvisorio"
"006040","Casalnoceto","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",7,"p","dato provvisorio"
"096014","Casapinta","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",6,"p","dato provvisorio"
"001287","Valperga","JAN","popolazione al 1º gennaio","9","totale","Y73","73 anni","99","totale","2019","2019",30,"p","dato provvisorio"
"001288","Valprato Soana","JAN","popolazione al 1º gennaio","9","totale","Y73","73 anni","99","totale","2019","2019",2,"p","dato provvisorio"
"103069","Valstrona","JAN","popolazione al 1º gennaio","9","totale","Y73","73 anni","99","totale","2019","2019",7,"p","dato provvisorio"
"103070","Vanzone con San Carlo","JAN","popolazione al 1º gennaio","9","totale","Y73","73 anni","99","totale","2019","2019",3,"p","dato provvisorio"
"002004","Alice Castello","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",23,"p","dato provvisorio"
"006017","Bistagno","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",19,"p","dato provvisorio"
"001026","Bobbio Pellice","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",5,"p","dato provvisorio"
"003019","Boca","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",8,"p","dato provvisorio"
"002014","Boccioleto","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",2,"p","dato provvisorio"
"103012","Bognanco","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",3,"p","dato provvisorio"
"003021","Bogogno","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",13,"p","dato provvisorio"
"001027","Bollengo","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",20,"p","dato provvisorio"
"003022","Bolzano Novarese","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",11,"p","dato provvisorio"
"003026","Briga Novarese","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",26,"p","dato provvisorio"
"003027","Briona","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",10,"p","dato provvisorio"
"004032","Brondello","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",1,"p","dato provvisorio"
"004033","Brossasco","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",14,"p","dato provvisorio"
"001036","Brosso","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",4,"p","dato provvisorio"
"103013","Brovello-Carpugnino","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",6,"p","dato provvisorio"
"001037","Brozolo","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",3,"p","dato provvisorio"
"001038","Bruino","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",104,"p","dato provvisorio"
"005010","Bruno","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",8,"p","dato provvisorio"
"001039","Brusasco","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",16,"p","dato provvisorio"
"096007","Brusnengo","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",20,"p","dato provvisorio"
"001040","Bruzolo","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",20,"p","dato provvisorio"
"005011","Bubbio","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",6,"p","dato provvisorio"
"005015","Calosso","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",11,"p","dato provvisorio"
"001052","Canischio","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",4,"p","dato provvisorio"
"103016","Cannero Riviera","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",10,"p","dato provvisorio"
"103017","Cannobio","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",50,"p","dato provvisorio"
"004040","Caraglio","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",69,"p","dato provvisorio"
"001056","Caravino","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",9,"p","dato provvisorio"
"006030","Carbonara Scrivia","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",11,"p","dato provvisorio"
"002029","Carcoforo","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",0,"p","dato provvisorio"
"004042","Cardè","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",8,"p","dato provvisorio"
"001057","Carema","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",6,"p","dato provvisorio"
"006031","Carentino","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",2,"p","dato provvisorio"
"002030","Caresana","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",8,"p","dato provvisorio"
"002031","Caresanablot","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",11,"p","dato provvisorio"
"006032","Carezzano","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",5,"p","dato provvisorio"
"001058","Carignano","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",95,"p","dato provvisorio"
"002032","Carisio","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",5,"p","dato provvisorio"
"001059","Carmagnola","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",250,"p","dato provvisorio"
"006033","Carpeneto","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","99","totale","2019","2019",16,"p","dato provvisorio"
